fact_id,vintage_id,car_reference,sale_quantity,sale_price,Brand,Model,Year,Engine Size,Top Speed,Horsepower,Country
29431,45,17,1,7590,Renault,Alpine A110,1973,1.6L,210,138,France
29432,16,219,3,17478,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29433,27,369,4,47881,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29434,47,236,3,15040,Citroen,SM,1971,2.7L,220,170,France
29435,45,78,4,11734,Renault,Alpine A110,1973,1.6L,210,138,France
29436,38,356,2,40154,Datsun,510,1972,1.6L,165,96,Japan
29437,50,168,4,12887,Opel,GT,1971,1.9L,185,102,Germany
29438,1,33,4,12973,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29439,35,46,2,18833,Toyota,2000GT,1969,2.0L,220,150,Japan
29440,44,389,3,46485,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29441,40,139,3,38071,Mazda,RX-3,1973,1.1L,190,130,Japan
29442,5,208,4,11381,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
29443,26,138,4,49662,MG,MGB Roadster,1969,1.8L,170,95,UK
29444,14,93,1,8353,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
29445,49,110,3,36582,Saab,Sonett III,1972,1.7L,165,65,Sweden
29446,35,73,3,42502,Toyota,2000GT,1969,2.0L,220,150,Japan
29447,52,0,2,37506,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29448,30,180,3,35601,Lamborghini,Espada,1970,3.9L,245,325,Italy
29449,11,202,4,10554,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
29450,48,81,1,22340,Volvo,P1800,1969,2.0L,190,118,Sweden
29451,38,367,2,47362,Datsun,510,1972,1.6L,165,96,Japan
29452,28,47,1,29722,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29453,1,205,4,22723,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29454,2,146,2,17543,Ford,Thunderbird,1967,7.0L,205,345,USA
29455,23,24,2,14001,Aston Martin,DB6,1966,4.0L,240,282,UK
29456,49,114,3,20796,Saab,Sonett III,1972,1.7L,165,65,Sweden
29457,28,45,4,22701,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29458,18,368,2,41186,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29459,2,190,3,48517,Ford,Thunderbird,1967,7.0L,205,345,USA
29460,50,201,3,17573,Opel,GT,1971,1.9L,185,102,Germany
29461,18,11,1,8651,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29462,30,285,4,18738,Lamborghini,Espada,1970,3.9L,245,325,Italy
29463,8,134,4,16690,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29464,38,297,4,10837,Datsun,510,1972,1.6L,165,96,Japan
29465,31,251,4,39199,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29466,34,359,1,25672,Fiat,124 Spider,1971,1.6L,170,108,Italy
29467,44,163,3,41494,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29468,35,353,4,9726,Toyota,2000GT,1969,2.0L,220,150,Japan
29469,26,224,4,38022,MG,MGB Roadster,1969,1.8L,170,95,UK
29470,33,219,1,19039,Maserati,Bora,1973,4.7L,265,310,Italy
29471,49,351,4,32097,Saab,Sonett III,1972,1.7L,165,65,Sweden
29472,42,298,1,27866,Honda,Civic RS,1975,1.5L,155,76,Japan
29473,52,366,4,45698,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29474,34,106,2,13500,Fiat,124 Spider,1971,1.6L,170,108,Italy
29475,15,395,2,21212,Porsche,914,1974,2.0L,205,100,Germany
29476,36,155,2,17766,Toyota,Celica GT,1976,2.2L,185,96,Japan
29477,41,118,1,22121,Honda,S600,1966,0.6L,145,57,Japan
29478,40,283,2,13532,Mazda,RX-3,1973,1.1L,190,130,Japan
29479,29,387,4,35629,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
29480,40,190,1,13308,Mazda,RX-3,1973,1.1L,190,130,Japan
29481,21,315,4,10654,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29482,9,300,4,7857,Pontiac,GTO Judge,1969,6.6L,215,366,USA
29483,29,175,4,22303,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
29484,12,355,1,44107,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29485,24,278,1,22272,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
29486,8,150,2,11395,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29487,46,164,1,40347,Peugeot,504 Coupe,1972,2.0L,180,104,France
29488,32,53,4,22016,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29489,2,223,2,24106,Ford,Thunderbird,1967,7.0L,205,345,USA
29490,25,122,2,35158,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29491,1,195,4,22435,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29492,20,282,2,36311,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
29493,27,187,2,29933,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29494,27,304,3,35201,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29495,18,41,3,36890,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29496,52,70,2,19225,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29497,31,395,4,12058,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29498,49,41,1,17577,Saab,Sonett III,1972,1.7L,165,65,Sweden
29499,24,379,4,33506,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
29500,17,156,2,26381,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
29501,38,387,2,12577,Datsun,510,1972,1.6L,165,96,Japan
29502,20,243,3,18226,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
29503,45,351,4,45489,Renault,Alpine A110,1973,1.6L,210,138,France
29504,3,156,4,23848,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
29505,43,78,3,7834,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29506,47,252,4,19956,Citroen,SM,1971,2.7L,220,170,France
29507,10,380,1,37813,Cadillac,Eldorado,1976,8.2L,180,215,USA
29508,12,382,1,49594,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29509,49,213,3,9221,Saab,Sonett III,1972,1.7L,165,65,Sweden
29510,32,75,3,41154,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29511,14,265,1,17745,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
29512,30,325,2,10485,Lamborghini,Espada,1970,3.9L,245,325,Italy
29513,34,272,4,29395,Fiat,124 Spider,1971,1.6L,170,108,Italy
29514,25,160,1,6674,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29515,34,396,3,33646,Fiat,124 Spider,1971,1.6L,170,108,Italy
29516,16,311,3,44068,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29517,7,313,4,7759,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29518,36,49,2,27810,Toyota,Celica GT,1976,2.2L,185,96,Japan
29519,20,28,2,16879,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
29520,6,139,4,11468,Dodge,Charger R/T,1968,7.2L,225,375,USA
29521,44,247,4,42831,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29522,48,101,1,25972,Volvo,P1800,1969,2.0L,190,118,Sweden
29523,49,232,3,12175,Saab,Sonett III,1972,1.7L,165,65,Sweden
29524,8,172,4,33245,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29525,10,334,4,33478,Cadillac,Eldorado,1976,8.2L,180,215,USA
29526,48,333,1,37001,Volvo,P1800,1969,2.0L,190,118,Sweden
29527,49,273,3,27191,Saab,Sonett III,1972,1.7L,165,65,Sweden
29528,21,260,1,28591,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29529,6,310,2,12774,Dodge,Charger R/T,1968,7.2L,225,375,USA
29530,27,112,2,39859,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29531,8,22,1,48114,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29532,26,260,1,34867,MG,MGB Roadster,1969,1.8L,170,95,UK
29533,13,203,4,29919,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29534,27,87,4,22517,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29535,36,110,2,11284,Toyota,Celica GT,1976,2.2L,185,96,Japan
29536,2,256,2,18420,Ford,Thunderbird,1967,7.0L,205,345,USA
29537,18,31,3,13065,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29538,9,311,4,35731,Pontiac,GTO Judge,1969,6.6L,215,366,USA
29539,16,214,2,14195,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29540,9,245,4,13459,Pontiac,GTO Judge,1969,6.6L,215,366,USA
29541,34,92,3,43636,Fiat,124 Spider,1971,1.6L,170,108,Italy
29542,48,101,2,14215,Volvo,P1800,1969,2.0L,190,118,Sweden
29543,44,399,4,49149,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29544,43,74,3,32156,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29545,18,363,3,43319,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29546,36,268,3,47044,Toyota,Celica GT,1976,2.2L,185,96,Japan
29547,21,374,2,35830,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29548,50,82,4,29138,Opel,GT,1971,1.9L,185,102,Germany
29549,3,307,3,37697,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
29550,49,78,3,44707,Saab,Sonett III,1972,1.7L,165,65,Sweden
29551,18,115,2,12620,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29552,16,273,4,19074,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29553,19,292,2,46954,BMW,3.0 CSL,1973,3.0L,220,206,Germany
29554,27,222,4,17187,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29555,22,52,4,7891,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
29556,34,166,1,7831,Fiat,124 Spider,1971,1.6L,170,108,Italy
29557,52,29,4,13907,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29558,24,77,1,17643,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
29559,1,48,1,21495,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29560,49,255,3,8840,Saab,Sonett III,1972,1.7L,165,65,Sweden
29561,45,344,1,14542,Renault,Alpine A110,1973,1.6L,210,138,France
29562,25,209,3,49605,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29563,44,332,2,42961,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29564,44,265,4,36501,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29565,0,249,3,13146,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29566,6,281,3,21652,Dodge,Charger R/T,1968,7.2L,225,375,USA
29567,16,328,1,25833,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29568,19,281,2,30107,BMW,3.0 CSL,1973,3.0L,220,206,Germany
29569,35,181,4,35158,Toyota,2000GT,1969,2.0L,220,150,Japan
29570,21,262,3,26384,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29571,10,398,2,37471,Cadillac,Eldorado,1976,8.2L,180,215,USA
29572,50,197,3,31287,Opel,GT,1971,1.9L,185,102,Germany
29573,51,395,1,14730,Holden,Monaro GTS,1971,5.7L,210,300,Australia
29574,4,10,4,43729,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
29575,50,198,2,19339,Opel,GT,1971,1.9L,185,102,Germany
29576,33,281,2,6678,Maserati,Bora,1973,4.7L,265,310,Italy
29577,34,169,2,41230,Fiat,124 Spider,1971,1.6L,170,108,Italy
29578,35,228,2,41581,Toyota,2000GT,1969,2.0L,220,150,Japan
29579,42,325,4,47782,Honda,Civic RS,1975,1.5L,155,76,Japan
29580,49,141,4,45998,Saab,Sonett III,1972,1.7L,165,65,Sweden
29581,40,399,2,40058,Mazda,RX-3,1973,1.1L,190,130,Japan
29582,40,246,3,19085,Mazda,RX-3,1973,1.1L,190,130,Japan
29583,44,197,1,6354,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29584,41,280,2,41180,Honda,S600,1966,0.6L,145,57,Japan
29585,30,26,1,39483,Lamborghini,Espada,1970,3.9L,245,325,Italy
29586,11,14,1,19068,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
29587,43,361,2,43027,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29588,15,77,1,16590,Porsche,914,1974,2.0L,205,100,Germany
29589,35,270,2,14682,Toyota,2000GT,1969,2.0L,220,150,Japan
29590,52,166,2,31058,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29591,33,163,3,29102,Maserati,Bora,1973,4.7L,265,310,Italy
29592,41,338,3,49370,Honda,S600,1966,0.6L,145,57,Japan
29593,43,385,4,21700,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29594,45,99,1,43296,Renault,Alpine A110,1973,1.6L,210,138,France
29595,31,231,4,11259,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29596,35,128,3,14489,Toyota,2000GT,1969,2.0L,220,150,Japan
29597,27,255,1,23557,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29598,15,286,2,43009,Porsche,914,1974,2.0L,205,100,Germany
29599,15,346,3,8093,Porsche,914,1974,2.0L,205,100,Germany
29600,52,248,4,13510,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29601,20,283,2,28574,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
29602,42,101,2,20525,Honda,Civic RS,1975,1.5L,155,76,Japan
29603,43,229,2,24941,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29604,25,280,3,7615,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29605,7,136,4,17238,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29606,43,269,2,49999,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29607,7,68,2,22089,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29608,38,20,1,42633,Datsun,510,1972,1.6L,165,96,Japan
29609,13,366,3,42033,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29610,12,182,4,36232,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29611,40,73,1,5830,Mazda,RX-3,1973,1.1L,190,130,Japan
29612,1,85,2,27889,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29613,6,217,2,8228,Dodge,Charger R/T,1968,7.2L,225,375,USA
29614,12,373,2,9544,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29615,17,264,4,14384,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
29616,41,253,2,18718,Honda,S600,1966,0.6L,145,57,Japan
29617,25,280,2,46011,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29618,43,157,1,34108,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29619,43,306,4,34491,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29620,19,10,3,46620,BMW,3.0 CSL,1973,3.0L,220,206,Germany
29621,12,16,4,34899,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29622,25,227,4,22999,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29623,52,400,2,11484,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29624,34,224,3,19030,Fiat,124 Spider,1971,1.6L,170,108,Italy
29625,40,289,2,45680,Mazda,RX-3,1973,1.1L,190,130,Japan
29626,51,90,3,23497,Holden,Monaro GTS,1971,5.7L,210,300,Australia
29627,40,386,1,22867,Mazda,RX-3,1973,1.1L,190,130,Japan
29628,45,127,4,25838,Renault,Alpine A110,1973,1.6L,210,138,France
29629,3,401,4,42759,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
29630,45,208,3,23439,Renault,Alpine A110,1973,1.6L,210,138,France
29631,33,24,1,30895,Maserati,Bora,1973,4.7L,265,310,Italy
29632,43,275,2,31543,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29633,23,317,3,10307,Aston Martin,DB6,1966,4.0L,240,282,UK
29634,8,328,1,15575,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29635,0,41,1,14032,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29636,21,37,4,39498,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29637,8,256,4,39678,Pontiac,Firebird Trans Am,1973,7.5L,205,310,USA
29638,22,305,1,13690,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
29639,49,147,2,24441,Saab,Sonett III,1972,1.7L,165,65,Sweden
29640,1,271,3,39047,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29641,26,211,3,15867,MG,MGB Roadster,1969,1.8L,170,95,UK
29642,32,170,1,34743,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29643,11,203,4,32441,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
29644,15,309,4,48893,Porsche,914,1974,2.0L,205,100,Germany
29645,27,308,4,48852,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29646,41,171,1,12907,Honda,S600,1966,0.6L,145,57,Japan
29647,4,344,4,43149,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
29648,31,382,2,29011,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29649,40,186,3,22970,Mazda,RX-3,1973,1.1L,190,130,Japan
29650,3,100,1,23962,Chevrolet,Camaro Z28,1970,5.7L,210,360,USA
29651,40,297,3,15061,Mazda,RX-3,1973,1.1L,190,130,Japan
29652,43,115,1,48900,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29653,13,264,4,30622,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29654,27,62,3,35590,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29655,35,1,2,24420,Toyota,2000GT,1969,2.0L,220,150,Japan
29656,52,90,2,11143,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29657,39,84,4,44040,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
29658,17,94,2,26223,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
29659,7,294,3,35671,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29660,49,78,3,38188,Saab,Sonett III,1972,1.7L,165,65,Sweden
29661,14,369,4,22764,Porsche,911 Carrera RS,1973,2.7L,240,210,Germany
29662,16,321,1,48004,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29663,45,261,3,23163,Renault,Alpine A110,1973,1.6L,210,138,France
29664,22,328,3,18633,Aston Martin,V8 Vantage,1977,5.3L,260,390,UK
29665,25,207,2,42073,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29666,7,101,3,15242,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29667,16,106,4,5919,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29668,42,204,2,41333,Honda,Civic RS,1975,1.5L,155,76,Japan
29669,39,234,1,48618,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
29670,19,328,2,10845,BMW,3.0 CSL,1973,3.0L,220,206,Germany
29671,35,139,3,47806,Toyota,2000GT,1969,2.0L,220,150,Japan
29672,41,159,3,42442,Honda,S600,1966,0.6L,145,57,Japan
29673,28,21,4,38603,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29674,18,56,2,9960,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29675,16,234,3,10698,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29676,25,191,4,17471,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29677,42,22,3,44366,Honda,Civic RS,1975,1.5L,155,76,Japan
29678,13,3,1,48102,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29679,13,6,1,45267,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29680,0,270,1,17170,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29681,7,85,1,23747,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29682,6,98,1,7812,Dodge,Charger R/T,1968,7.2L,225,375,USA
29683,30,388,2,18916,Lamborghini,Espada,1970,3.9L,245,325,Italy
29684,49,199,2,32207,Saab,Sonett III,1972,1.7L,165,65,Sweden
29685,25,48,2,10357,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29686,23,299,4,43075,Aston Martin,DB6,1966,4.0L,240,282,UK
29687,26,275,2,35738,MG,MGB Roadster,1969,1.8L,170,95,UK
29688,18,112,3,23326,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29689,30,268,1,20049,Lamborghini,Espada,1970,3.9L,245,325,Italy
29690,13,132,1,6494,Volkswagen,Karmann Ghia,1971,1.6L,145,50,Germany
29691,32,310,2,37448,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29692,49,314,3,22635,Saab,Sonett III,1972,1.7L,165,65,Sweden
29693,6,184,2,25115,Dodge,Charger R/T,1968,7.2L,225,375,USA
29694,44,147,4,16486,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29695,35,218,3,32799,Toyota,2000GT,1969,2.0L,220,150,Japan
29696,31,15,2,9039,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29697,48,290,3,39315,Volvo,P1800,1969,2.0L,190,118,Sweden
29698,28,10,4,6541,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29699,5,151,3,43851,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
29700,41,357,2,33144,Honda,S600,1966,0.6L,145,57,Japan
29701,31,331,1,46830,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29702,45,155,2,49415,Renault,Alpine A110,1973,1.6L,210,138,France
29703,41,385,3,27729,Honda,S600,1966,0.6L,145,57,Japan
29704,49,275,4,22992,Saab,Sonett III,1972,1.7L,165,65,Sweden
29705,7,101,1,35105,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29706,41,152,1,5499,Honda,S600,1966,0.6L,145,57,Japan
29707,35,65,3,41331,Toyota,2000GT,1969,2.0L,220,150,Japan
29708,16,378,1,38461,Mercedes-Benz,280SL,1971,2.8L,200,170,Germany
29709,32,363,3,47085,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29710,17,239,1,28708,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
29711,33,85,2,24118,Maserati,Bora,1973,4.7L,265,310,Italy
29712,25,228,2,30505,Triumph,Spitfire MkIV,1974,1.5L,155,63,UK
29713,24,12,2,9512,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
29714,52,28,3,16593,Ford Falcon,GT-HO Phase III,1971,5.8L,225,300,Australia
29715,41,326,4,46657,Honda,S600,1966,0.6L,145,57,Japan
29716,38,118,2,16283,Datsun,510,1972,1.6L,165,96,Japan
29717,33,322,4,30553,Maserati,Bora,1973,4.7L,265,310,Italy
29718,5,214,3,48616,Chevrolet,Corvette Stingray,1967,5.4L,240,300,USA
29719,39,95,3,9662,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
29720,35,49,3,19979,Toyota,2000GT,1969,2.0L,220,150,Japan
29721,49,92,1,13134,Saab,Sonett III,1972,1.7L,165,65,Sweden
29722,46,270,2,14907,Peugeot,504 Coupe,1972,2.0L,180,104,France
29723,6,349,2,38386,Dodge,Charger R/T,1968,7.2L,225,375,USA
29724,38,306,3,9916,Datsun,510,1972,1.6L,165,96,Japan
29725,26,230,3,42013,MG,MGB Roadster,1969,1.8L,170,95,UK
29726,33,70,3,10124,Maserati,Bora,1973,4.7L,265,310,Italy
29727,39,184,2,24239,Mazda,Cosmo Sport,1968,1.0L,185,110,Japan
29728,28,234,3,27179,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29729,0,25,4,9129,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29730,27,43,1,12141,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29731,30,66,3,46139,Lamborghini,Espada,1970,3.9L,245,325,Italy
29732,30,182,3,34577,Lamborghini,Espada,1970,3.9L,245,325,Italy
29733,26,134,2,25592,MG,MGB Roadster,1969,1.8L,170,95,UK
29734,15,269,4,35116,Porsche,914,1974,2.0L,205,100,Germany
29735,19,166,2,29801,BMW,3.0 CSL,1973,3.0L,220,206,Germany
29736,17,298,1,40939,Mercedes-Benz,450SL,1975,4.5L,215,225,Germany
29737,31,258,4,43802,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29738,35,85,3,25221,Toyota,2000GT,1969,2.0L,220,150,Japan
29739,28,181,2,35958,Ferrari,Dino 246 GT,1972,2.4L,235,195,Italy
29740,11,273,3,7164,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
29741,6,265,2,24671,Dodge,Charger R/T,1968,7.2L,225,375,USA
29742,27,220,2,21788,Ferrari,308 GTB,1975,3.0L,255,255,Italy
29743,26,363,3,48501,MG,MGB Roadster,1969,1.8L,170,95,UK
29744,7,237,3,39057,Dodge,Challenger T/A,1970,5.6L,205,290,USA
29745,29,223,4,49127,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
29746,32,213,3,6825,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29747,24,84,2,47357,Mini,Cooper S Mk3,1970,1.3L,160,75,UK
29748,34,269,3,8591,Fiat,124 Spider,1971,1.6L,170,108,Italy
29749,42,54,3,46824,Honda,Civic RS,1975,1.5L,155,76,Japan
29750,20,309,2,45587,Jaguar,E-Type Series 3,1971,5.3L,240,272,UK
29751,36,172,2,13757,Toyota,Celica GT,1976,2.2L,185,96,Japan
29752,30,4,1,12585,Lamborghini,Espada,1970,3.9L,245,325,Italy
29753,12,335,4,36152,Volkswagen,Beetle Classic,1972,1.6L,130,60,Germany
29754,10,295,3,19556,Cadillac,Eldorado,1976,8.2L,180,215,USA
29755,18,272,3,41704,BMW,2002 Turbo,1974,2.0L,210,170,Germany
29756,21,55,1,44112,Jaguar,XJ6 Series 1,1972,4.2L,205,170,UK
29757,44,108,1,28552,Subaru,Leone Coupe,1973,1.4L,150,80,Japan
29758,1,205,4,20457,Ford,Mustang Mach 1,1971,5.8L,210,285,USA
29759,0,41,1,49283,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29760,34,117,4,43231,Fiat,124 Spider,1971,1.6L,170,108,Italy
29761,37,161,1,17838,Datsun,240Z,1971,2.4L,200,151,Japan
29762,32,158,2,21917,Alfa Romeo,GTV 1750,1969,1.8L,195,118,Italy
29763,31,172,3,47506,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29764,30,280,4,47254,Lamborghini,Espada,1970,3.9L,245,325,Italy
29765,41,94,1,27526,Honda,S600,1966,0.6L,145,57,Japan
29766,43,63,2,49924,Nissan,Bluebird 610,1974,1.8L,170,105,Japan
29767,30,324,1,26175,Lamborghini,Espada,1970,3.9L,245,325,Italy
29768,31,365,4,6940,Alfa Romeo,Spider 2000,1978,2.0L,190,128,Italy
29769,10,79,1,19159,Cadillac,Eldorado,1976,8.2L,180,215,USA
29770,42,337,3,19912,Honda,Civic RS,1975,1.5L,155,76,Japan
29771,4,187,1,22229,Chevrolet,Chevelle SS,1970,7.4L,215,450,USA
29772,0,14,2,30444,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29773,48,47,1,47678,Volvo,P1800,1969,2.0L,190,118,Sweden
29774,29,199,1,15265,Lamborghini,Urraco P250,1972,2.5L,245,220,Italy
29775,11,59,3,16809,Lincoln,Continental Mark IV,1975,7.5L,190,202,USA
29776,0,314,3,10283,Ford,Mustang Boss 302,1969,5.0L,220,290,USA
29777,6,271,4,21309,Dodge,Charger R/T,1968,7.2L,225,375,USA
29778,47,183,3,31915,Citroen,SM,1971,2.7L,220,170,France
